,jaccard,dice,volume_similarity,false_negative,false_positive,sensitivity,specificity,hausdorff_distance,mean_surface_distance,std_surface_distance,max_surface_distance,ASSD,MSD,RMSD,VOE,VD
9001104,0.864984766689828,0.927605181703542,0.054683021896137,0.046319759561554,0.097081961725158,0.882536170288869,0.999822286483946,78.0567403803304,0.242532184858018,4.78382209156372,312.226959228516,0.273381763881801,78.0567403803304,2.39763556477894,16.1769992070776,-3.8481730012529
9002430,0.785474039803187,0.879849297489388,0.166628278108651,0.040184500520478,0.187817027609878,0.783322653847968,0.99979639989347,33.5825409694072,0.309442415260879,3.63547850553834,134.330154418945,0.352289936237967,33.5825409694072,1.83225611964018,23.8816864783936,-18.3422245477276
